onset	duration	trial_type	sample	value	trial_number	gabor_contrast	subjective_r	objective_r
4.50977	0	125	ላ	125	0	NaN	NaN	NaN
5.77148	0.2	1	᜗	1	1	NaN	NaN	NaN
5.82422	0	128	ᝍ	128	1	NaN	NaN	NaN
6.62109	0.05	12	᩽	12	1	0.0226189	0	1
6.66016	0	128	᪥	128	1	NaN	NaN	NaN
7.35547	0	125	ᵭ	125	1	NaN	NaN	NaN
8.45703	0	121	⇕	121	1	NaN	NaN	NaN
9.91992	0.2	1	➯	1	2	NaN	NaN	NaN
9.97266	0	128	⟥	128	2	NaN	NaN	NaN
10.8027	0.05	11	⬷	11	2	0.0237231	0	NaN
10.8428	0	128	⭠	128	2	NaN	NaN	NaN
11.458	0	125	ⷖ	125	2	NaN	NaN	NaN
12.9639	0.2	2	㏜	2	3	NaN	NaN	NaN
13.0176	0	128	㐓	128	3	NaN	NaN	NaN
13.7812	0.05	21	㜡	21	3	0.0226198	0	NaN
13.8203	0	128	㝉	128	3	NaN	NaN	NaN
14.6904	0	125	㫄	125	3	NaN	NaN	NaN
16.1592	0.2	2	䂤	2	4	NaN	NaN	NaN
16.2129	0	128	䃛	128	4	NaN	NaN	NaN
16.9766	0.05	22	䏩	22	4	0.0223966	0	NaN
17.0156	0	128	䐑	128	4	NaN	NaN	NaN
17.7598	0	125	䜋	125	4	NaN	NaN	NaN
19.2715	0.2	1	䴗	1	5	NaN	NaN	NaN
19.3242	0	128	䵍	128	5	NaN	NaN	NaN
20.2217	0.05	12	僤	12	5	0.0249496	0	2
20.2607	0	128	儌	128	5	NaN	NaN	NaN
21.043	0	125	吭	125	5	NaN	NaN	NaN
21.8477	0	122	坥	122	5	NaN	NaN	NaN
23.0352	0.2	1	尥	1	6	NaN	NaN	NaN
23.0879	0	128	屛	128	6	NaN	NaN	NaN
23.9854	0.05	11	忲	11	6	0.0235431	0	NaN
24.0244	0	128	怚	128	6	NaN	NaN	NaN
24.8096	0	125	挾	125	6	NaN	NaN	NaN
26.0635	0.2	1	桂	1	7	NaN	NaN	NaN
26.1162	0	128	桸	128	7	NaN	NaN	NaN
26.9629	0.05	12	毛	12	7	0.02599	0	NaN
27.002	0	128	氃	128	7	NaN	NaN	NaN
27.7314	0	125	滮	125	7	NaN	NaN	NaN
29.0078	0.2	2	琉	2	8	NaN	NaN	NaN
29.0605	0	128	琿	128	8	NaN	NaN	NaN
29.8066	0.05	22	眻	22	8	0.0242724	0	NaN
29.8467	0	128	睤	128	8	NaN	NaN	NaN
30.6748	0	125	窴	125	8	NaN	NaN	NaN
32.085	0.2	1	聘	1	9	NaN	NaN	NaN
32.1387	0	128	肏	128	9	NaN	NaN	NaN
33.002	0.05	11	萃	11	9	0.0288472	0	NaN
33.041	0	128	萫	128	9	NaN	NaN	NaN
33.9648	0	125	蟝	125	9	NaN	NaN	NaN
35.498	0.2	1	跿	1	10	NaN	NaN	NaN
35.5508	0	128	踵	128	10	NaN	NaN	NaN
36.3311	0.05	12	酔	12	10	0.0284041	0	NaN
36.3701	0	128	酼	128	10	NaN	NaN	NaN
37.1533	0	125	钞	125	10	NaN	NaN	NaN
38.5762	0.2	2	驏	2	11	NaN	NaN	NaN
38.6289	0	128	骅	128	11	NaN	NaN	NaN
39.4424	0	32	鷆	32	11	NaN	0	NaN
39.4824	0	128	鷯	128	11	NaN	NaN	NaN
40.2451	0	125	ꃼ	125	11	NaN	NaN	NaN
41.5713	0.2	1	Ꙋ	1	12	NaN	NaN	NaN
41.624	0	128	Ꚁ	128	12	NaN	NaN	NaN
42.4873	0.05	11	꧴	11	12	0.0302534	1	NaN
42.5264	0	128	ꨜ	128	12	NaN	NaN	NaN
43.3203	0	124	굉	124	12	NaN	NaN	NaN
44.7656	0.2	2	댑	2	13	NaN	NaN	NaN
44.8193	0	128	덈	128	13	NaN	NaN	NaN
45.6826	0.05	21	뚼	21	13	0.024873	0	NaN
45.7217	0	128	뛤	128	13	NaN	NaN	NaN
46.4355	0	125	릿	125	13	NaN	NaN	NaN
47.6602	0.2	2	뺥	2	14	NaN	NaN	NaN
47.7129	0	128	뻛	128	14	NaN	NaN	NaN
48.5596	0.05	21	숾	21	14	0.0246759	0	NaN
48.5996	0	128	쉧	128	14	NaN	NaN	NaN
49.4365	0	125	엀	125	14	NaN	NaN	NaN
50.7383	0.2	1	쫵	1	15	NaN	NaN	NaN
50.791	0	128	쬫	128	15	NaN	NaN	NaN
51.5039	0.05	11	츅	11	15	0.0305323	0	NaN
51.543	0	128	츭	128	15	NaN	NaN	NaN
52.3369	0	125	텚	125	15	NaN	NaN	NaN
53.749	0.2	1	휀	1	16	NaN	NaN	NaN
53.8018	0	128	휶	128	16	NaN	NaN	NaN
