onset	duration	trial_type	sample	value	trial_number	gabor_contrast	subjective_r	objective_r
3.76562	0	128	༑	128	0	NaN	NaN	NaN
5.11621	0.05	12	ᑸ	12	1	0.0218095	0	NaN
5.17188	0	128	ᒱ	128	1	NaN	NaN	NaN
6.14941	0	125	ᢚ	125	1	NaN	NaN	NaN
7.49121	0.05	22	᷸	22	2	0.0262861	0	NaN
7.53027	0	128	Ḡ	128	2	NaN	NaN	NaN
8.54492	0	125	∯	125	2	NaN	NaN	NaN
10.0508	0.05	21	⠵	21	3	0.0273078	0	NaN
10.0898	0	128	⡝	128	3	NaN	NaN	NaN
10.7881	0	125	⬨	125	3	NaN	NaN	NaN
12.3594	0.05	22	ㅱ	22	4	0.0272424	0	NaN
12.3984	0	128	㆙	128	4	NaN	NaN	NaN
13.1445	0	125	㒕	125	4	NaN	NaN	NaN
14.5342	0.05	22	㨤	22	5	0.0268856	0	2
14.5732	0	128	㩌	128	5	NaN	NaN	NaN
15.2715	0	125	㴗	125	5	NaN	NaN	NaN
16.4844	0	122	䇱	122	5	NaN	NaN	NaN
17.6621	0	31	䚧	31	6	NaN	0	NaN
17.7012	0	128	䛏	128	6	NaN	NaN	NaN
18.6406	0	125	䪑	125	6	NaN	NaN	NaN
20.1719	0.05	11	傱	11	7	0.0252178	1	NaN
20.2109	0	128	僙	128	7	NaN	NaN	NaN
20.9268	0	124	厶	124	7	NaN	NaN	NaN
22.3799	0.05	12	妆	12	8	0.0249739	1	NaN
22.4189	0	128	妮	128	8	NaN	NaN	NaN
23.2285	0	124	峫	124	8	NaN	NaN	NaN
24.5381	0.05	12	戨	12	9	0.0225755	0	NaN
24.5771	0	128	扐	128	9	NaN	NaN	NaN
25.5713	0	125	晊	125	9	NaN	NaN	NaN
26.9131	0.05	22	殨	22	10	0.0307421	0	NaN
26.9521	0	128	毐	128	10	NaN	NaN	NaN
27.8145	0	125	潃	125	10	NaN	NaN	NaN
29.0547	0.05	12	琹	12	11	0.023522	0	NaN
29.0938	0	128	瑡	128	11	NaN	NaN	NaN
29.9414	0	125	矅	125	11	NaN	NaN	NaN
31.1455	0	32	粖	32	12	NaN	0	NaN
31.1846	0	128	精	128	12	NaN	NaN	NaN
32.0068	0	125	耈	125	12	NaN	NaN	NaN
33.3535	0.05	11	蕫	11	13	0.0250132	0	NaN
33.3936	0	128	薔	128	13	NaN	NaN	NaN
34.1748	0	125	袴	125	13	NaN	NaN	NaN
35.4121	0.05	11	趧	11	14	0.0265857	1	1
35.4678	0	128	跠	128	14	NaN	NaN	NaN
36.3564	0	124	酮	124	14	NaN	NaN	NaN
37.4248	0	121	閴	121	14	NaN	NaN	NaN
38.5732	0.05	12	驌	12	15	0.0240734	1	NaN
38.6123	0	128	驴	128	15	NaN	NaN	NaN
39.4883	0	124	鷵	124	15	NaN	NaN	NaN
40.6982	0.05	22	ꋌ	22	16	0.0302128	1	NaN
40.7373	0	128	ꋴ	128	16	NaN	NaN	NaN
41.5381	0	124	꘨	124	16	NaN	NaN	NaN
43.0566	0.05	11	갻	11	17	0.0239611	0	NaN
43.0957	0	128	걣	128	17	NaN	NaN	NaN
43.9229	0	125	꾲	125	17	NaN	NaN	NaN
45.3154	0.05	12	땄	12	18	0.0271232	0	NaN
45.3545	0	128	땬	128	18	NaN	NaN	NaN
46.2803	0	125	뤠	125	18	NaN	NaN	NaN
47.8574	0.05	22	뽯	22	19	0.0300531	0	NaN
47.8965	0	128	뾗	128	19	NaN	NaN	NaN
48.583	0	125	쉖	125	19	NaN	NaN	NaN
50.083	0.05	12	졖	12	20	0.0262211	0	NaN
50.1221	0	128	졾	128	20	NaN	NaN	NaN
50.8164	0	125	쭅	125	20	NaN	NaN	NaN
52.2578	0.05	21	턉	21	21	0.0307932	0	1
52.2969	0	128	턱	128	21	NaN	NaN	NaN
53.3281	0	125	핑	125	21	NaN	NaN	NaN
54.5967	0	121	�	121	21	NaN	NaN	NaN
55.8711	0.05	21	�	21	22	0.0316169	1	NaN
55.9102	0	128	�	128	22	NaN	NaN	NaN
56.6367	0	124		124	22	NaN	NaN	NaN
57.9619	0.05	12		12	23	0.0275294	1	NaN
58.001	0	128		128	23	NaN	NaN	NaN
58.7646	0	124		124	23	NaN	NaN	NaN
60.1201	0.05	22		22	24	0.0282463	0	1
60.1592	0	128		128	24	NaN	NaN	NaN
61.2617	0	125		125	24	NaN	NaN	NaN
62.3232	0	121	樓	121	24	NaN	NaN	NaN
63.7334	0.05	11	ﻰ	11	25	0.0258248	0	2
63.7725	0	128	８	128	25	NaN	NaN	NaN
64.6299	0	125	6.618200e+04	125	25	NaN	NaN	NaN
65.5723	0	122	6.714700e+04	122	25	NaN	NaN	NaN
66.6777	0.05	22	6.827900e+04	22	26	0.0305962	1	2
66.7168	0	128	6.831900e+04	128	26	NaN	NaN	NaN
67.5322	0	124	6.915400e+04	124	26	NaN	NaN	NaN
68.4902	0	122	7.013500e+04	122	26	NaN	NaN	NaN
69.9395	0.05	22	7.161900e+04	22	27	0.0288466	1	NaN
69.9785	0	128	7.165900e+04	128	27	NaN	NaN	NaN
70.8633	0	124	7.256500e+04	124	27	NaN	NaN	NaN
72.1143	0.05	12	7.384600e+04	12	28	0.0279289	1	NaN
72.1533	0	128	7.388600e+04	128	28	NaN	NaN	NaN
73.0537	0	124	7.480800e+04	124	28	NaN	NaN	NaN
74.6406	0.05	11	7.643300e+04	11	29	0.0281917	1	NaN
74.6797	0	128	7.647300e+04	128	29	NaN	NaN	NaN
75.4434	0	124	7.725500e+04	124	29	NaN	NaN	NaN
76.832	0.05	11	7.867700e+04	11	30	0.0276863	1	NaN
76.8711	0	128	7.871700e+04	128	30	NaN	NaN	NaN
77.7314	0	124	7.959800e+04	124	30	NaN	NaN	NaN
78.9229	0.05	21	8.081800e+04	21	31	0.0307073	1	NaN
78.9619	0	128	8.085800e+04	128	31	NaN	NaN	NaN
79.9619	0	124	8.188200e+04	124	31	NaN	NaN	NaN
81.2988	0.05	12	8.325100e+04	12	32	0.0245365	1	NaN
81.3379	0	128	8.329100e+04	128	32	NaN	NaN	NaN
82.1914	0	124	8.416500e+04	124	32	NaN	NaN	NaN
83.7412	0.05	21	8.575200e+04	21	33	0.0278168	0	NaN
83.7803	0	128	8.579200e+04	128	33	NaN	NaN	NaN
84.5205	0	125	8.655000e+04	125	33	NaN	NaN	NaN
85.748	0.05	22	8.780700e+04	22	34	0.0281039	0	NaN
85.7881	0	128	8.784800e+04	128	34	NaN	NaN	NaN
86.8047	0	125	8.888900e+04	125	34	NaN	NaN	NaN
88.3242	0.05	22	9.044500e+04	22	35	0.0286757	0	NaN
88.3643	0	128	9.048600e+04	128	35	NaN	NaN	NaN
89.041	0	125	9.117900e+04	125	35	NaN	NaN	NaN
90.4658	0.05	22	9.263800e+04	22	36	0.031421	0	NaN
90.5049	0	128	9.267800e+04	128	36	NaN	NaN	NaN
91.3809	0	125	9.357500e+04	125	36	NaN	NaN	NaN
92.7246	0.05	12	9.495100e+04	12	37	0.0239638	0	NaN
92.7637	0	128	9.499100e+04	128	37	NaN	NaN	NaN
93.5879	0	125	9.583500e+04	125	37	NaN	NaN	NaN
94.9326	0.05	22	9.721200e+04	22	38	0.0319552	0	NaN
94.9717	0	128	9.725200e+04	128	38	NaN	NaN	NaN
95.7812	0	125	9.808100e+04	125	38	NaN	NaN	NaN
97.1572	0.05	21	9.949000e+04	21	39	0.0334943	1	NaN
97.1963	0	128	9.953000e+04	128	39	NaN	NaN	NaN
98.0674	0	124	1.004220e+05	124	39	NaN	NaN	NaN
99.5498	0.05	22	1.019400e+05	22	40	0.0315994	0	NaN
99.5889	0	128	1.019800e+05	128	40	NaN	NaN	NaN
100.441	0	125	1.028530e+05	125	40	NaN	NaN	NaN
101.892	0.05	11	1.043380e+05	11	41	0.0259941	1	1
101.931	0	128	1.043780e+05	128	41	NaN	NaN	NaN
102.812	0	124	1.052810e+05	124	41	NaN	NaN	NaN
103.755	0	121	1.062460e+05	121	41	NaN	NaN	NaN
105.021	0.05	11	1.075420e+05	11	42	0.0262344	0	NaN
105.06	0	128	1.075820e+05	128	42	NaN	NaN	NaN
106.043	0	125	1.085890e+05	125	42	NaN	NaN	NaN
107.513	0.05	11	1.100940e+05	11	43	0.0243459	0	NaN
107.552	0	128	1.101340e+05	128	43	NaN	NaN	NaN
108.477	0	125	1.110810e+05	125	43	NaN	NaN	NaN
110.056	0.05	21	1.126980e+05	21	44	0.0323069	0	NaN
110.095	0	128	1.127380e+05	128	44	NaN	NaN	NaN
110.902	0	125	1.135650e+05	125	44	NaN	NaN	NaN
112.196	0.05	11	1.148900e+05	11	45	0.0243943	0	NaN
112.236	0	128	1.149310e+05	128	45	NaN	NaN	NaN
112.976	0	125	1.156880e+05	125	45	NaN	NaN	NaN
114.422	0.05	11	1.171690e+05	11	46	0.0258876	0	NaN
114.461	0	128	1.172090e+05	128	46	NaN	NaN	NaN
115.222	0	125	1.179880e+05	125	46	NaN	NaN	NaN
116.496	0	32	1.192930e+05	32	47	NaN	0	NaN
116.535	0	128	1.193330e+05	128	47	NaN	NaN	NaN
117.22	0	125	1.200340e+05	125	47	NaN	NaN	NaN
118.638	0.05	11	1.214860e+05	11	48	0.0274809	0	NaN
118.677	0	128	1.215260e+05	128	48	NaN	NaN	NaN
119.389	0	125	1.222550e+05	125	48	NaN	NaN	NaN
120.812	0.05	12	1.237120e+05	12	49	0.0290159	1	NaN
120.852	0	128	1.237530e+05	128	49	NaN	NaN	NaN
121.693	0	124	1.246150e+05	124	49	NaN	NaN	NaN
122.987	0	31	1.259400e+05	31	50	NaN	0	NaN
123.026	0	128	1.259800e+05	128	50	NaN	NaN	NaN
123.803	0	125	1.267750e+05	125	50	NaN	NaN	NaN
125.245	0.05	12	1.282520e+05	12	51	0.0295986	1	NaN
125.284	0	128	1.282920e+05	128	51	NaN	NaN	NaN
126.054	0	124	1.290800e+05	124	51	NaN	NaN	NaN
127.554	0	31	1.306160e+05	31	52	NaN	0	NaN
127.593	0	128	1.306560e+05	128	52	NaN	NaN	NaN
128.241	0	125	1.313200e+05	125	52	NaN	NaN	NaN
129.661	0.05	22	1.327740e+05	22	53	0.0319192	1	NaN
129.701	0	128	1.328150e+05	128	53	NaN	NaN	NaN
130.487	0	124	1.336200e+05	124	53	NaN	NaN	NaN
131.887	0.05	22	1.350530e+05	22	54	0.0306904	1	2
131.926	0	128	1.350930e+05	128	54	NaN	NaN	NaN
132.671	0	124	1.358560e+05	124	54	NaN	NaN	NaN
133.594	0	122	1.368010e+05	122	54	NaN	NaN	NaN
134.932	0.05	21	1.381710e+05	21	55	0.0312566	0	NaN
134.971	0	128	1.382110e+05	128	55	NaN	NaN	NaN
135.804	0	125	1.390640e+05	125	55	NaN	NaN	NaN
137.189	0.05	11	1.404830e+05	11	56	0.0309488	1	NaN
137.229	0	128	1.405230e+05	128	56	NaN	NaN	NaN
138.074	0	124	1.413890e+05	124	56	NaN	NaN	NaN
139.648	0.05	12	1.430010e+05	12	57	0.0287091	0	NaN
139.688	0	128	1.430410e+05	128	57	NaN	NaN	NaN
140.708	0	125	1.440860e+05	125	57	NaN	NaN	NaN
141.94	0.05	11	1.453480e+05	11	58	0.028132	0	NaN
141.979	0	128	1.453880e+05	128	58	NaN	NaN	NaN
142.912	0	125	1.463430e+05	125	58	NaN	NaN	NaN
144.165	0.05	22	1.476260e+05	22	59	0.0330115	0	NaN
144.205	0	128	1.476670e+05	128	59	NaN	NaN	NaN
145.245	0	125	1.487320e+05	125	59	NaN	NaN	NaN
146.825	0.05	11	1.503500e+05	11	60	0.0301338	1	1
146.864	0	128	1.503900e+05	128	60	NaN	NaN	NaN
147.579	0	124	1.511220e+05	124	60	NaN	NaN	NaN
148.556	0	121	1.521220e+05	121	60	NaN	NaN	NaN
150.004	0.05	11	1.536050e+05	11	61	0.0301595	0	NaN
150.043	0	128	1.536450e+05	128	61	NaN	NaN	NaN
150.863	0	125	1.544850e+05	125	61	NaN	NaN	NaN
152.245	0.05	22	1.559000e+05	22	62	0.0326703	1	NaN
152.284	0	128	1.559400e+05	128	62	NaN	NaN	NaN
153.056	0	124	1.567300e+05	124	62	NaN	NaN	NaN
154.521	0	31	1.582300e+05	31	63	NaN	0	NaN
154.56	0	128	1.582700e+05	128	63	NaN	NaN	NaN
155.409	0	125	1.591400e+05	125	63	NaN	NaN	NaN
156.745	0.05	12	1.605080e+05	12	64	0.0282255	1	NaN
156.785	0	128	1.605490e+05	128	64	NaN	NaN	NaN
157.548	0	124	1.613300e+05	124	64	NaN	NaN	NaN
158.837	0.05	21	1.626500e+05	21	65	0.0316471	0	NaN
158.876	0	128	1.626900e+05	128	65	NaN	NaN	NaN
159.797	0	125	1.636330e+05	125	65	NaN	NaN	NaN
161.279	0.05	21	1.651510e+05	21	66	0.0336358	1	NaN
161.318	0	128	1.651910e+05	128	66	NaN	NaN	NaN
161.966	0	124	1.658540e+05	124	66	NaN	NaN	NaN
163.169	0.05	11	1.670860e+05	11	67	0.0306808	1	NaN
163.209	0	128	1.671270e+05	128	67	NaN	NaN	NaN
163.95	0	124	1.678860e+05	124	67	NaN	NaN	NaN
165.261	0.05	12	1.692280e+05	12	68	0.0317549	1	NaN
165.3	0	128	1.692680e+05	128	68	NaN	NaN	NaN
166.097	0	124	1.700840e+05	124	68	NaN	NaN	NaN
167.569	0.05	12	1.715920e+05	12	69	0.0282511	1	NaN
167.608	0	128	1.716320e+05	128	69	NaN	NaN	NaN
168.274	0	124	1.723140e+05	124	69	NaN	NaN	NaN
169.593	0.05	21	1.736640e+05	21	70	0.030966	1	1
169.633	0	128	1.737050e+05	128	70	NaN	NaN	NaN
170.469	0	124	1.745610e+05	124	70	NaN	NaN	NaN
171.569	0	121	1.756880e+05	121	70	NaN	NaN	NaN
172.839	0.05	22	1.769880e+05	22	71	0.0315981	0	NaN
172.878	0	128	1.770280e+05	128	71	NaN	NaN	NaN
174.123	0	125	1.783030e+05	125	71	NaN	NaN	NaN
175.532	0.05	12	1.797460e+05	12	72	0.0273613	1	NaN
175.571	0	128	1.797860e+05	128	72	NaN	NaN	NaN
176.863	0	124	1.811090e+05	124	72	NaN	NaN	NaN
178.359	0.05	21	1.826410e+05	21	73	0.0317974	1	NaN
178.398	0	128	1.826810e+05	128	73	NaN	NaN	NaN
179.236	0	124	1.835390e+05	124	73	NaN	NaN	NaN
180.483	0.05	22	1.848160e+05	22	74	0.0331125	1	NaN
