onset	duration	trial_type	sample	value	trial_number	gabor_contrast	subjective_r	objective_r
0.416016	0.05	21	ƫ	21	1	0.0268668	1	NaN
0.455078	0	128	Ǔ	128	1	NaN	NaN	NaN
1.08984	0	124	ѝ	124	1	NaN	NaN	NaN
2.44043	0.05	21	ৄ	21	2	0.025411	0	2
2.47949	0	128	৬	128	2	NaN	NaN	NaN
3.62695	0	125	຃	125	2	NaN	NaN	NaN
7.33496	0	122	ᵘ	122	2	NaN	NaN	NaN
8.68066	0	31	⊺	31	3	NaN	0	NaN
8.71973	0	128	⋢	128	3	NaN	NaN	NaN
10.8838	0	125	⮊	125	3	NaN	NaN	NaN
12.3936	0.05	21	㆔	21	4	0.0257429	0	NaN
12.4336	0	128	ㆽ	128	4	NaN	NaN	NaN
14.7197	0	125	㫢	125	4	NaN	NaN	NaN
16.208	0.05	21	䃖	21	5	0.026668	0	NaN
16.2471	0	128	䃾	128	5	NaN	NaN	NaN
17.4023	0	125	䖝	125	5	NaN	NaN	NaN
18.7842	0.05	11	䬤	11	6	0.0343914	1	NaN
18.8232	0	128	䭌	128	6	NaN	NaN	NaN
20.4824	0	124	凯	124	6	NaN	NaN	NaN
21.7285	0.05	11	囫	11	7	0.0325238	1	NaN
21.7852	0	128	圥	128	7	NaN	NaN	NaN
22.9766	0	124	審	124	7	NaN	NaN	NaN
24.3721	0.05	11	慾	11	8	0.0311513	0	NaN
24.4111	0	128	憦	128	8	NaN	NaN	NaN
26.8418	0	125	歟	125	8	NaN	NaN	NaN
28.0684	0.05	12	灇	12	9	0.0308824	1	NaN
28.1084	0	128	灰	128	9	NaN	NaN	NaN
29.2725	0	124	甘	124	9	NaN	NaN	NaN
30.7285	0.05	12	竫	12	10	0.0318048	1	NaN
30.7676	0	128	笓	128	10	NaN	NaN	NaN
32.3643	0	124	腶	124	10	NaN	NaN	NaN
33.6396	0.05	22	蚐	22	11	0.0290513	1	NaN
33.6787	0	128	蚸	128	11	NaN	NaN	NaN
34.9395	0	124	诃	124	11	NaN	NaN	NaN
36.166	0.05	12	邫	12	12	0.0307903	1	NaN
36.2051	0	128	郓	128	12	NaN	NaN	NaN
37.4102	0	124	閥	124	12	NaN	NaN	NaN
38.876	0.05	11	鮂	11	13	0.0309492	0	NaN
38.915	0	128	鮪	128	13	NaN	NaN	NaN
40.5791	0	125	ꉒ	125	13	NaN	NaN	NaN
41.8027	0.05	22	ꜷ	22	14	0.0292614	0	NaN
41.8428	0	128	Ꝡ	128	14	NaN	NaN	NaN
42.7861	0	125	ꬦ	125	14	NaN	NaN	NaN
44.1455	0.05	21	낖	21	15	0.028468	1	NaN
44.1846	0	128	낾	128	15	NaN	NaN	NaN
45.6279	0	124	뚄	124	15	NaN	NaN	NaN
47.1904	0.05	21	별	21	16	0.028288	0	NaN
47.2295	0	128	볬	128	16	NaN	NaN	NaN
48.9434	0	125	쏇	125	16	NaN	NaN	NaN
50.1514	0.05	12	좜	12	17	0.0315301	1	NaN
50.1904	0	128	죄	128	17	NaN	NaN	NaN
51.6729	0	124	캲	124	17	NaN	NaN	NaN
53.1123	0.05	12	푴	12	18	0.0312347	0	NaN
53.1514	0	128	풜	128	18	NaN	NaN	NaN
55.9443	0	125	�	125	18	NaN	NaN	NaN
57.2939	0.05	11		11	19	0.0308441	1	NaN
57.333	0	128		128	19	NaN	NaN	NaN
58.9277	0	124		124	19	NaN	NaN	NaN
60.1553	0.05	22		22	20	0.0293919	1	NaN
60.1943	0	128		128	20	NaN	NaN	NaN
61.666	0	124		124	20	NaN	NaN	NaN
62.8984	0.05	11	ﮙ	11	21	0.0304922	0	1
62.9375	0	128	﯁	128	21	NaN	NaN	NaN
64.5898	0	125	6.614100e+04	125	21	NaN	NaN	NaN
66.7393	0	121	6.834200e+04	121	21	NaN	NaN	NaN
68.084	0.05	11	6.971900e+04	11	22	0.0322424	1	NaN
68.123	0	128	6.975900e+04	128	22	NaN	NaN	NaN
70.2334	0	124	7.192000e+04	124	22	NaN	NaN	NaN
71.6807	0.05	21	7.340200e+04	21	23	0.027971	0	NaN
71.7197	0	128	7.344200e+04	128	23	NaN	NaN	NaN
73.1494	0	125	7.490600e+04	125	23	NaN	NaN	NaN
74.709	0	32	7.650300e+04	32	24	NaN	0	NaN
74.748	0	128	7.654300e+04	128	24	NaN	NaN	NaN
75.9111	0	125	7.773400e+04	125	24	NaN	NaN	NaN
77.4355	0.05	21	7.929500e+04	21	25	0.0280414	1	NaN
77.4746	0	128	7.933500e+04	128	25	NaN	NaN	NaN
78.8955	0	124	8.079000e+04	124	25	NaN	NaN	NaN
80.2627	0.05	22	8.219000e+04	22	26	0.0284264	1	NaN
80.3018	0	128	8.223000e+04	128	26	NaN	NaN	NaN
81.6533	0	124	8.361400e+04	124	26	NaN	NaN	NaN
83.207	0.05	11	8.520500e+04	11	27	0.0287416	0	NaN
83.2461	0	128	8.524500e+04	128	27	NaN	NaN	NaN
85.3125	0	125	8.736100e+04	125	27	NaN	NaN	NaN
86.5693	0.05	12	8.864800e+04	12	28	0.0293358	1	NaN
86.6084	0	128	8.868800e+04	128	28	NaN	NaN	NaN
87.7861	0	124	8.989400e+04	124	28	NaN	NaN	NaN
89.2295	0.05	11	9.137200e+04	11	29	0.0293298	0	NaN
89.2686	0	128	9.141200e+04	128	29	NaN	NaN	NaN
91.0576	0	125	9.324400e+04	125	29	NaN	NaN	NaN
92.4248	0.05	21	9.464400e+04	21	30	0.0269956	0	NaN
92.4639	0	128	9.468400e+04	128	30	NaN	NaN	NaN
94.1406	0	125	9.640100e+04	125	30	NaN	NaN	NaN
95.335	0.05	21	9.762400e+04	21	31	0.0280061	0	NaN
95.375	0	128	9.766500e+04	128	31	NaN	NaN	NaN
96.4697	0	125	9.878600e+04	125	31	NaN	NaN	NaN
97.6943	0.05	12	1.000400e+05	12	32	0.0306782	0	NaN
97.7334	0	128	1.000800e+05	128	32	NaN	NaN	NaN
99.7188	0	125	1.021130e+05	125	32	NaN	NaN	NaN
100.956	0.05	22	1.033800e+05	22	33	0.0279111	0	NaN
100.995	0	128	1.034200e+05	128	33	NaN	NaN	NaN
102.566	0	125	1.050290e+05	125	33	NaN	NaN	NaN
103.867	0.05	12	1.063610e+05	12	34	0.0329298	1	NaN
103.906	0	128	1.064010e+05	128	34	NaN	NaN	NaN
107.18	0	124	1.097530e+05	124	34	NaN	NaN	NaN
108.518	0.05	22	1.111230e+05	22	35	0.0291921	1	NaN
108.557	0	128	1.111630e+05	128	35	NaN	NaN	NaN
109.657	0	124	1.122900e+05	124	35	NaN	NaN	NaN
111.027	0.05	11	1.136930e+05	11	36	0.0330205	1	NaN
111.066	0	128	1.137330e+05	128	36	NaN	NaN	NaN
112.166	0	124	1.148590e+05	124	36	NaN	NaN	NaN
113.436	0.05	21	1.161590e+05	21	37	0.0255137	0	2
113.476	0	128	1.162000e+05	128	37	NaN	NaN	NaN
115.437	0	125	1.182080e+05	125	37	NaN	NaN	NaN
117.116	0	122	1.199280e+05	122	37	NaN	NaN	NaN
118.571	0.05	22	1.214180e+05	22	38	0.0280515	0	NaN
118.611	0	128	1.214590e+05	128	38	NaN	NaN	NaN
119.894	0	125	1.227720e+05	125	38	NaN	NaN	NaN
121.215	0.05	21	1.241250e+05	21	39	0.0283088	0	NaN
121.254	0	128	1.241650e+05	128	39	NaN	NaN	NaN
122.697	0	125	1.256430e+05	125	39	NaN	NaN	NaN
