onset	duration	trial_type	sample	value	trial_number	gabor_contrast	subjective_r	objective_r
5.12695	0	128	ᒃ	128	0	NaN	NaN	NaN
6.41016	0.2	1	ᦥ	1	1	NaN	NaN	NaN
6.4668	0	128	᧟	128	1	NaN	NaN	NaN
7.35156	0.05	111	ᵩ	111	1	0.026294	0	NaN
7.41992	0	128	ᶯ	128	1	NaN	NaN	NaN
8.93457	0	125	⎾	125	1	NaN	NaN	NaN
10.1943	0.2	2	⣈	2	2	NaN	NaN	NaN
10.2471	0	128	⣾	128	2	NaN	NaN	NaN
10.9941	0.05	103	⯻	103	2	0.022766	0	NaN
11.0332	0	128	Ⱓ	128	2	NaN	NaN	NaN
12.1045	0	125	ぬ	125	2	NaN	NaN	NaN
13.624	0.2	1	㚀	1	3	NaN	NaN	NaN
13.6768	0	128	㚶	128	3	NaN	NaN	NaN
14.457	0.05	112	㧕	112	3	0.0254046	1	NaN
14.4961	0	128	㧽	128	3	NaN	NaN	NaN
15.5332	0	124	㸣	124	3	NaN	NaN	NaN
16.9863	0.2	1	䏳	1	4	NaN	NaN	NaN
17.0391	0	128	䐩	128	4	NaN	NaN	NaN
17.9365	0	98	䟀	98	4	NaN	0	NaN
17.9756	0	128	䟨	128	4	NaN	NaN	NaN
19.0137	0	125	䰏	125	4	NaN	NaN	NaN
20.5156	0.2	2	刑	2	5	NaN	NaN	NaN
20.5693	0	128	剈	128	5	NaN	NaN	NaN
21.4658	0.05	104	嗞	104	5	0.0239824	1	NaN
21.5049	0	128	嘆	128	5	NaN	NaN	NaN
22.542	0	124	娬	124	5	NaN	NaN	NaN
24.0459	0.2	2	怰	2	6	NaN	NaN	NaN
24.0986	0	128	恦	128	6	NaN	NaN	NaN
24.9629	0.05	103	換	103	6	0.0217457	0	NaN
25.002	0	128	搃	128	6	NaN	NaN	NaN
25.9814	0	125	柮	125	6	NaN	NaN	NaN
27.3584	0.2	2	浰	2	7	NaN	NaN	NaN
27.4111	0	128	润	128	7	NaN	NaN	NaN
28.1914	0.05	113	烅	113	7	0.0203851	1	2
28.2305	0	128	热	128	7	NaN	NaN	NaN
29.332	0	124	畕	124	7	NaN	NaN	NaN
31.4463	0	122	緊	122	7	NaN	NaN	NaN
32.6943	0.2	1	苈	1	8	NaN	NaN	NaN
32.7471	0	128	苾	128	8	NaN	NaN	NaN
33.5947	0.05	111	虢	111	8	0.0257151	NaN	2
33.6338	0	128	蚊	128	8	NaN	NaN	NaN
36.6592	0.2	2	銤	2	9	NaN	NaN	NaN
36.7119	0	128	鋚	128	9	NaN	NaN	NaN
37.4424	0.05	113	闆	113	9	0.0189324	NaN	NaN
37.4814	0	128	问	128	9	NaN	NaN	NaN
38.6963	0	125	髊	125	9	NaN	NaN	NaN
40.1475	0	122	ꂘ	122	9	NaN	NaN	NaN
41.6611	0.2	2	ꚦ	2	10	NaN	NaN	NaN
41.7139	0	128	ꛜ	128	10	NaN	NaN	NaN
42.5439	0.05	113	ꨮ	113	10	0.0213966	NaN	NaN
42.584	0	128	꩗	128	10	NaN	NaN	NaN
43.6602	0	124	꺥	124	10	NaN	NaN	NaN
45.1406	0.2	2	뒑	2	11	NaN	NaN	NaN
45.1934	0	128	듇	128	11	NaN	NaN	NaN
46.0576	0.05	113	렼	113	11	0.0209328	NaN	NaN
46.0967	0	128	롤	128	11	NaN	NaN	NaN
47.3809	0	125	붇	125	11	NaN	NaN	NaN
48.4873	0	121	쇴	121	11	NaN	NaN	NaN
49.959	0.2	1	쟗	1	12	NaN	NaN	NaN
50.0117	0	128	젍	128	12	NaN	NaN	NaN
50.8418	0.05	111	쭟	111	12	0.0258639	NaN	2
50.8809	0	128	쮇	128	12	NaN	NaN	NaN
51.8369	0	125	콚	125	12	NaN	NaN	NaN
53.3047	0.2	1	픹	1	13	NaN	NaN	NaN
53.3574	0	128	핯	128	13	NaN	NaN	NaN
