onset	duration	trial_type	sample	value	trial_number	gabor_contrast	subjective_r	objective_r
6.10645	0	128	ᡮ	128	0	NaN	NaN	NaN
7.39355	0.2	1	ᶔ	1	1	NaN	NaN	NaN
7.44629	0	128	᷊	128	1	NaN	NaN	NaN
8.36035	0.05	102	ⅲ	102	1	0.0386332	0	NaN
8.39941	0	128	↚	128	1	NaN	NaN	NaN
9.72363	0	125	⛦	125	1	NaN	NaN	NaN
11.0742	0.2	1	ⱍ	1	2	NaN	NaN	NaN
11.127	0	128	ⲃ	128	2	NaN	NaN	NaN
11.874	0.05	102	⾀	102	2	0.0388197	0	2
11.9121	0	128	⾧	128	2	NaN	NaN	NaN
13.1182	0	125	㑺	125	2	NaN	NaN	NaN
15.2881	0	122	㴨	122	2	NaN	NaN	NaN
16.4775	0.2	1	䇪	1	3	NaN	NaN	NaN
16.5303	0	128	䈠	128	3	NaN	NaN	NaN
17.3779	0.05	111	䖄	111	3	0.0396751	0	NaN
17.416	0	128	䖫	128	3	NaN	NaN	NaN
19.7656	0	125	休	125	3	NaN	NaN	NaN
21.1787	0.2	1	咸	1	4	NaN	NaN	NaN
21.2305	0	128	哭	128	4	NaN	NaN	NaN
22.0283	0.05	102	堞	102	4	0.0412907	0	NaN
22.0674	0	128	塆	128	4	NaN	NaN	NaN
23.7881	0	125	弨	125	4	NaN	NaN	NaN
24.9756	0.2	1	揨	1	5	NaN	NaN	NaN
25.0283	0	128	搞	128	5	NaN	NaN	NaN
25.876	0	98	枂	98	5	NaN	0	NaN
25.9141	0	128	枩	128	5	NaN	NaN	NaN
27.3301	0	125	浓	125	5	NaN	NaN	NaN
28.8906	0.2	1	玑	1	6	NaN	NaN	NaN
28.9424	0	128	珆	128	6	NaN	NaN	NaN
29.6904	0.05	111	盄	111	6	0.0425488	0	NaN
29.7285	0	128	盫	128	6	NaN	NaN	NaN
32.9238	0	125	莳	125	6	NaN	NaN	NaN
34.377	0.2	1	覃	1	7	NaN	NaN	NaN
34.4297	0	128	覹	128	7	NaN	NaN	NaN
35.1602	0.05	111	貥	111	7	0.0416606	0	NaN
35.1992	0	128	賍	128	7	NaN	NaN	NaN
36.0117	0	125	逍	125	7	NaN	NaN	NaN
37.3047	0.2	1	锹	1	8	NaN	NaN	NaN
37.3574	0	128	镯	128	8	NaN	NaN	NaN
38.2383	0.05	112	飵	112	8	0.0404561	0	NaN
38.2773	0	128	餝	128	8	NaN	NaN	NaN
