onset	duration	trial_type	sample	value	trial_number	gabor_contrast	subjective_r	objective_r
7.65332	0	128	ẞ	128	0	NaN	NaN	NaN
8.79785	0.2	2	⌲	2	1	NaN	NaN	NaN
8.85938	0	128	⍱	128	1	NaN	NaN	NaN
9.56445	0.05	22	♃	22	1	0.0248039	1	NaN
9.6123	0	128	♴	128	1	NaN	NaN	NaN
11.1865	0	124	Ⳁ	124	1	NaN	NaN	NaN
12.7549	0.2	2	㌆	2	2	NaN	NaN	NaN
12.8076	0	128	㌼	128	2	NaN	NaN	NaN
13.6719	0.05	22	㚱	22	2	0.0265877	0	NaN
13.7109	0	128	㛙	128	2	NaN	NaN	NaN
14.9326	0	125	㮼	125	2	NaN	NaN	NaN
16.4014	0.2	2	䆜	2	3	NaN	NaN	NaN
16.4541	0	128	䇒	128	3	NaN	NaN	NaN
17.2354	0.05	21	䓲	21	3	0.0247563	0	2
17.2744	0	128	䔚	128	3	NaN	NaN	NaN
18.7334	0	125	䫰	125	3	NaN	NaN	NaN
20.5596	0	122	刾	122	3	NaN	NaN	NaN
21.8721	0.2	1	坾	1	4	NaN	NaN	NaN
21.9248	0	128	垴	128	4	NaN	NaN	NaN
22.7051	0.05	11	嫓	11	4	0.0197223	1	NaN
22.7441	0	128	嫻	128	4	NaN	NaN	NaN
23.7393	0	124	延	124	4	NaN	NaN	NaN
25.168	0.2	2	播	2	5	NaN	NaN	NaN
25.2207	0	128	擣	128	5	NaN	NaN	NaN
25.9336	0.05	22	枽	22	5	0.0259175	1	NaN
25.9727	0	128	查	128	5	NaN	NaN	NaN
27.3184	0	124	浇	124	5	NaN	NaN	NaN
28.5801	0.2	2	牓	2	6	NaN	NaN	NaN
28.6328	0	128	犉	128	6	NaN	NaN	NaN
29.5137	0.05	22	瘏	22	6	0.0268404	1	NaN
29.5527	0	128	瘷	128	6	NaN	NaN	NaN
30.6904	0	124	竄	124	6	NaN	NaN	NaN
32.2607	0.2	2	脌	2	7	NaN	NaN	NaN
32.3135	0	128	腂	128	7	NaN	NaN	NaN
33.1943	0.05	22	蓈	22	7	0.0263035	1	NaN
33.2334	0	128	蓰	128	7	NaN	NaN	NaN
34.4521	0	124	觐	124	7	NaN	NaN	NaN
35.7402	0.2	1	軷	1	8	NaN	NaN	NaN
35.793	0	128	輭	128	8	NaN	NaN	NaN
36.4727	0.05	12	釥	12	8	0.0197119	1	NaN
36.5117	0	128	鈍	128	8	NaN	NaN	NaN
37.7207	0	124	難	124	8	NaN	NaN	NaN
39.3037	0.2	1	鴸	1	9	NaN	NaN	NaN
39.3564	0	128	鵮	128	9	NaN	NaN	NaN
40.2871	0	31	ꄧ	31	9	NaN	0	NaN
40.3262	0	128	ꅏ	128	9	NaN	NaN	NaN
41.4219	0	125	ꖱ	125	9	NaN	NaN	NaN
42.9336	0.2	2	ꮽ	2	10	NaN	NaN	NaN
42.9863	0	128	꯳	128	10	NaN	NaN	NaN
43.7666	0.05	21	꼒	21	10	0.025961	0	2
43.8057	0	128	꼺	128	10	NaN	NaN	NaN
44.9297	0	125	뎹	125	10	NaN	NaN	NaN
46.2422	0	122	룹	122	10	NaN	NaN	NaN
47.6182	0.2	2	빺	2	11	NaN	NaN	NaN
47.6709	0	128	뺰	128	11	NaN	NaN	NaN
48.3506	0.05	21	셨	21	11	0.0237922	1	NaN
48.3896	0	128	손	128	11	NaN	NaN	NaN
49.4717	0	124	엤	124	11	NaN	NaN	NaN
50.9639	0.2	1	쯜	1	12	NaN	NaN	NaN
51.0166	0	128	찒	128	12	NaN	NaN	NaN
51.7969	0.05	11	켱	11	12	0.0178252	0	NaN
51.8359	0	128	콙	128	12	NaN	NaN	NaN
52.5791	0	125	퉒	125	12	NaN	NaN	NaN
53.874	0.2	1	힀	1	13	NaN	NaN	NaN
53.9268	0	128	ힶ	128	13	NaN	NaN	NaN
54.8574	0.05	11	�	11	13	0.0177275	1	NaN
54.8975	0	128	�	128	13	NaN	NaN	NaN
55.709	0	124	�	124	13	NaN	NaN	NaN
57.0029	0.2	1		1	14	NaN	NaN	NaN
57.0557	0	128		128	14	NaN	NaN	NaN
57.8691	0.05	11		11	14	0.0159482	0	2
57.9082	0	128		128	14	NaN	NaN	NaN
59.2178	0	125		125	14	NaN	NaN	NaN
60.3828	0	122		122	14	NaN	NaN	NaN
61.5527	0.2	2		2	15	NaN	NaN	NaN
61.6055	0	128		128	15	NaN	NaN	NaN
62.4531	0.05	22	六	22	15	0.024282	0	NaN
62.4922	0	128	粒	128	15	NaN	NaN	NaN
63.6797	0	125	ﺹ	125	15	NaN	NaN	NaN
65.1162	0.2	1	6.668000e+04	1	16	NaN	NaN	NaN
65.1689	0	128	6.673400e+04	128	16	NaN	NaN	NaN
66.0498	0.05	12	6.763600e+04	12	16	0.0193502	1	NaN
66.0889	0	128	6.767600e+04	128	16	NaN	NaN	NaN
67.0264	0	124	6.863600e+04	124	16	NaN	NaN	NaN
68.4785	0.2	2	7.012300e+04	2	17	NaN	NaN	NaN
68.5312	0	128	7.017700e+04	128	17	NaN	NaN	NaN
69.3115	0.05	22	7.097600e+04	22	17	0.0232498	1	NaN
69.3506	0	128	7.101600e+04	128	17	NaN	NaN	NaN
70.29	0	124	7.197800e+04	124	17	NaN	NaN	NaN
71.5898	0.2	2	7.330900e+04	2	18	NaN	NaN	NaN
71.6426	0	128	7.336300e+04	128	18	NaN	NaN	NaN
72.3896	0.05	22	7.412800e+04	22	18	0.0228436	0	NaN
72.4287	0	128	7.416800e+04	128	18	NaN	NaN	NaN
73.2988	0	125	7.505900e+04	125	18	NaN	NaN	NaN
74.6348	0.2	1	7.642700e+04	1	19	NaN	NaN	NaN
74.6875	0	128	7.648100e+04	128	19	NaN	NaN	NaN
75.6514	0.05	12	7.746800e+04	12	19	0.0195201	1	NaN
75.6904	0	128	7.750800e+04	128	19	NaN	NaN	NaN
76.6709	0	124	7.851200e+04	124	19	NaN	NaN	NaN
78.0977	0.2	1	7.997300e+04	1	20	NaN	NaN	NaN
78.1504	0	128	8.002700e+04	128	20	NaN	NaN	NaN
79.0645	0	31	8.096300e+04	31	20	NaN	0	NaN
79.1035	0	128	8.100300e+04	128	20	NaN	NaN	NaN
80.2832	0	125	8.221100e+04	125	20	NaN	NaN	NaN
81.5107	0.2	1	8.346800e+04	1	21	NaN	NaN	NaN
