onset	duration	trial_type	sample	value	trial_number	gabor_contrast	subjective_r	objective_r
10.0562	0	128	側	128	0	NaN	NaN	NaN
11.1587	0.2	2	奆	2	1	NaN	NaN	NaN
11.2119	0	128	妳	128	1	NaN	NaN	NaN
12.1426	0.05	21	愥	21	1	0.0279661	0	NaN
12.1816	0	128	慵	128	1	NaN	NaN	NaN
12.9517	0	125	枞	125	1	NaN	NaN	NaN
14.2871	0.2	2	牍	2	2	NaN	NaN	NaN
14.3398	0	128	犹	128	2	NaN	NaN	NaN
15.187	0.05	22	禀	22	2	0.0280056	0	1
15.2261	0	128	秐	128	2	NaN	NaN	NaN
16.1343	0	125	脔	125	2	NaN	NaN	NaN
17.1802	0	121	襲	121	2	NaN	NaN	NaN
18.4858	0.2	2	鏤	2	3	NaN	NaN	NaN
18.5391	0	128	鑑	128	3	NaN	NaN	NaN
19.4028	0.05	21	鬺	21	3	0.0295598	1	NaN
19.4585	0	128	鮬	128	3	NaN	NaN	NaN
20.3115	0	124	ꉿ	124	3	NaN	NaN	NaN
21.832	0.2	2	꺩	2	4	NaN	NaN	NaN
21.8848	0	128	꼕	128	4	NaN	NaN	NaN
22.7817	0.05	21	뙂	21	4	0.0282008	0	NaN
22.8213	0	128	뚓	128	4	NaN	NaN	NaN
23.5591	0	125	뱺	125	4	NaN	NaN	NaN
25.0767	0.2	2	좞	2	5	NaN	NaN	NaN
25.1299	0	128	줋	128	5	NaN	NaN	NaN
25.8936	0.05	22	켧	22	5	0.0271033	1	NaN
25.9326	0	128	콷	128	5	NaN	NaN	NaN
27.0059	0	124	�	124	5	NaN	NaN	NaN
28.373	0.2	1		1	6	NaN	NaN	NaN
28.4258	0	128		128	6	NaN	NaN	NaN
29.1558	0.05	11		11	6	0.0325746	1	1
29.1948	0	128		128	6	NaN	NaN	NaN
30.0195	0	124		124	6	NaN	NaN	NaN
30.7554	0	121		121	6	NaN	NaN	NaN
32.0361	0.2	2	6.561100e+04	2	7	NaN	NaN	NaN
32.0894	0	128	6.572000e+04	128	7	NaN	NaN	NaN
32.7524	0.05	22	6.707800e+04	22	7	0.0275836	1	NaN
32.7915	0	128	6.715800e+04	128	7	NaN	NaN	NaN
33.6699	0	124	6.895700e+04	124	7	NaN	NaN	NaN
35.2314	0.2	2	7.215500e+04	2	8	NaN	NaN	NaN
35.2847	0	128	7.226400e+04	128	8	NaN	NaN	NaN
36.0645	0	32	7.386100e+04	32	8	NaN	0	NaN
36.104	0	128	7.394200e+04	128	8	NaN	NaN	NaN
37.0562	0	125	7.589200e+04	125	8	NaN	NaN	NaN
38.5444	0.2	1	7.894000e+04	1	9	NaN	NaN	NaN
38.5967	0	128	7.904700e+04	128	9	NaN	NaN	NaN
39.4604	0.05	11	8.081600e+04	11	9	0.0322774	1	NaN
39.4995	0	128	8.089600e+04	128	9	NaN	NaN	NaN
40.2471	0	124	8.242700e+04	124	9	NaN	NaN	NaN
41.7222	0.2	1	8.544800e+04	1	10	NaN	NaN	NaN
41.7754	0	128	8.555700e+04	128	10	NaN	NaN	NaN
42.5054	0	31	8.705200e+04	31	10	NaN	0	NaN
42.5444	0	128	8.713200e+04	128	10	NaN	NaN	NaN
43.3691	0	125	8.882100e+04	125	10	NaN	NaN	NaN
44.918	0.2	2	9.199300e+04	2	11	NaN	NaN	NaN
44.9702	0	128	9.210000e+04	128	11	NaN	NaN	NaN
45.7842	0	32	9.376700e+04	32	11	NaN	0	NaN
45.8398	0	128	9.388100e+04	128	11	NaN	NaN	NaN
46.8208	0	125	9.589000e+04	125	11	NaN	NaN	NaN
48.2129	0.2	2	9.874100e+04	2	12	NaN	NaN	NaN
48.2661	0	128	9.885000e+04	128	12	NaN	NaN	NaN
48.9961	0	32	1.003450e+05	32	12	NaN	0	NaN
49.0352	0	128	1.004250e+05	128	12	NaN	NaN	NaN
49.8101	0	125	1.020120e+05	125	12	NaN	NaN	NaN
51.3086	0.2	1	1.050810e+05	1	13	NaN	NaN	NaN
51.3608	0	128	1.051880e+05	128	13	NaN	NaN	NaN
52.124	0.05	11	1.067510e+05	11	13	0.0305853	0	1
52.1636	0	128	1.068320e+05	128	13	NaN	NaN	NaN
53.2202	0	125	1.089960e+05	125	13	NaN	NaN	NaN
