onset	duration	trial_type	sample	value	trial_number	gabor_contrast	subjective_r	objective_r
4.98438	0	128	⟡	128	0	NaN	NaN	NaN
6.11279	0.2	1	ヨ	1	1	NaN	NaN	NaN
6.17334	0	128	ㅤ	128	1	NaN	NaN	NaN
7.12988	0.05	12	㤋	12	1	0.0207506	0	NaN
7.19336	0	128	㦍	128	1	NaN	NaN	NaN
7.90723	0	125	㽃	125	1	NaN	NaN	NaN
9.16504	0.2	1	䥓	1	2	NaN	NaN	NaN
9.21826	0	128	䧀	128	2	NaN	NaN	NaN
9.94824	0.05	11	侗	11	2	0.0220821	0	NaN
10.0039	0	128	倉	128	2	NaN	NaN	NaN
10.853	0	125	囔	125	2	NaN	NaN	NaN
12.2104	0.2	1	憰	1	3	NaN	NaN	NaN
12.2627	0	128	戛	128	3	NaN	NaN	NaN
13.1265	0.05	12	椄	12	3	0.0237813	1	NaN
13.1655	0	128	楔	128	3	NaN	NaN	NaN
14.1138	0	124	烪	124	3	NaN	NaN	NaN
15.5059	0.2	1	簍	1	4	NaN	NaN	NaN
15.5581	0	128	籸	128	4	NaN	NaN	NaN
16.4893	0.05	11	菫	11	4	0.0223518	0	NaN
16.5283	0	128	萻	128	4	NaN	NaN	NaN
17.333	0	125	誫	125	4	NaN	NaN	NaN
18.5166	0.2	1	鐣	1	5	NaN	NaN	NaN
18.5693	0	128	钏	128	5	NaN	NaN	NaN
19.333	0.05	12	骫	12	5	0.0230486	0	NaN
19.3721	0	128	髻	128	5	NaN	NaN	NaN
20.0029	0	125	ꀇ	125	5	NaN	NaN	NaN
21.4609	0.2	1	ꮱ	1	6	NaN	NaN	NaN
21.5137	0	128	객	128	6	NaN	NaN	NaN
22.1772	0.05	12	녬	12	6	0.0208272	0	NaN
22.2158	0	128	놻	128	6	NaN	NaN	NaN
22.8887	0	125	뜝	125	6	NaN	NaN	NaN
24.1206	0.2	2	샸	2	7	NaN	NaN	NaN
24.1738	0	128	셥	128	7	NaN	NaN	NaN
24.9702	0	32	쟄	32	7	NaN	0	NaN
25.0098	0	128	정	128	7	NaN	NaN	NaN
25.7749	0	125	츴	125	7	NaN	NaN	NaN
27.3496	0.2	1	�	1	8	NaN	NaN	NaN
27.4023	0	128	�	128	8	NaN	NaN	NaN
28.2661	0.05	11		11	8	0.0237393	0	NaN
28.3052	0	128		128	8	NaN	NaN	NaN
29.0088	0	125		125	8	NaN	NaN	NaN
30.5781	0.2	1		1	9	NaN	NaN	NaN
30.6309	0	128		128	9	NaN	NaN	NaN
31.5786	0.05	11	ﲢ	11	9	0.0238928	0	NaN
31.6177	0	128	ﳲ	128	9	NaN	NaN	NaN
32.3394	0	125	6.623200e+04	125	9	NaN	NaN	NaN
33.6899	0.2	2	6.899800e+04	2	10	NaN	NaN	NaN
33.7427	0	128	6.910600e+04	128	10	NaN	NaN	NaN
34.4727	0.05	21	7.060100e+04	21	10	0.0165401	0	NaN
34.5117	0	128	7.068100e+04	128	10	NaN	NaN	NaN
35.3491	0	125	7.239600e+04	125	10	NaN	NaN	NaN
36.6343	0.2	1	7.502800e+04	1	11	NaN	NaN	NaN
36.6865	0	128	7.513500e+04	128	11	NaN	NaN	NaN
37.417	0.05	12	7.663100e+04	12	11	0.0239984	0	NaN
37.4561	0	128	7.671100e+04	128	11	NaN	NaN	NaN
38.1484	0	125	7.812900e+04	125	11	NaN	NaN	NaN
39.5112	0.2	1	8.092000e+04	1	12	NaN	NaN	NaN
39.564	0	128	8.102800e+04	128	12	NaN	NaN	NaN
40.2939	0.05	12	8.252300e+04	12	12	0.0255478	0	NaN
40.3335	0	128	8.260400e+04	128	12	NaN	NaN	NaN
41.145	0	125	8.426600e+04	125	12	NaN	NaN	NaN
42.7065	0.2	1	8.746400e+04	1	13	NaN	NaN	NaN
42.7593	0	128	8.757200e+04	128	13	NaN	NaN	NaN
43.4727	0.05	11	8.903300e+04	11	13	0.0269652	0	NaN
43.5117	0	128	8.911300e+04	128	13	NaN	NaN	NaN
44.3252	0	125	9.077900e+04	125	13	NaN	NaN	NaN
45.584	0.2	1	9.335700e+04	1	14	NaN	NaN	NaN
45.6367	0	128	9.346500e+04	128	14	NaN	NaN	NaN
46.4004	0	31	9.502900e+04	31	14	NaN	0	NaN
46.4395	0	128	9.510900e+04	128	14	NaN	NaN	NaN
47.1357	0	125	9.653500e+04	125	14	NaN	NaN	NaN
48.3442	0.2	2	9.901000e+04	2	15	NaN	NaN	NaN
48.397	0	128	9.911800e+04	128	15	NaN	NaN	NaN
49.0767	0.05	22	1.005100e+05	22	15	0.0178267	0	NaN
49.1157	0	128	1.005900e+05	128	15	NaN	NaN	NaN
50.0063	0	125	1.024140e+05	125	15	NaN	NaN	NaN
51.272	0.2	2	1.050060e+05	2	16	NaN	NaN	NaN
51.3242	0	128	1.051130e+05	128	16	NaN	NaN	NaN
52.0044	0.05	21	1.065060e+05	21	16	0.0192	0	NaN
52.0435	0	128	1.065860e+05	128	16	NaN	NaN	NaN
52.8369	0	125	1.082110e+05	125	16	NaN	NaN	NaN
54.1157	0.2	1	1.108300e+05	1	17	NaN	NaN	NaN
54.1685	0	128	1.109380e+05	128	17	NaN	NaN	NaN
55.0825	0.05	12	1.128100e+05	12	17	0.0276358	0	NaN
55.1216	0	128	1.128900e+05	128	17	NaN	NaN	NaN
55.8394	0	125	1.143600e+05	125	17	NaN	NaN	NaN
57.043	0.2	2	1.168250e+05	2	18	NaN	NaN	NaN
57.0957	0	128	1.169330e+05	128	18	NaN	NaN	NaN
57.8594	0.05	22	1.184970e+05	22	18	0.0197825	1	NaN
57.8984	0	128	1.185770e+05	128	18	NaN	NaN	NaN
58.6118	0	124	1.200380e+05	124	18	NaN	NaN	NaN
60.1714	0.2	1	1.232320e+05	1	19	NaN	NaN	NaN
60.2241	0	128	1.233400e+05	128	19	NaN	NaN	NaN
61.1548	0.05	11	1.252460e+05	11	19	0.027482	1	NaN
61.1938	0	128	1.253260e+05	128	19	NaN	NaN	NaN
61.9307	0	124	1.268350e+05	124	19	NaN	NaN	NaN
63.2495	0.2	2	1.295360e+05	2	20	NaN	NaN	NaN
63.3022	0	128	1.296440e+05	128	20	NaN	NaN	NaN
64.0659	0.05	22	1.312080e+05	22	20	0.019009	0	NaN
64.105	0	128	1.312880e+05	128	20	NaN	NaN	NaN
65.0498	0	125	1.332230e+05	125	20	NaN	NaN	NaN
66.478	0.2	1	1.361480e+05	1	21	NaN	NaN	NaN
66.5308	0	128	1.362560e+05	128	21	NaN	NaN	NaN
67.4287	0.05	11	1.380950e+05	11	21	0.0275596	0	NaN
67.4673	0	128	1.381740e+05	128	21	NaN	NaN	NaN
68.354	0	125	1.399900e+05	125	21	NaN	NaN	NaN
69.9243	0.2	1	1.432060e+05	1	22	NaN	NaN	NaN
69.9771	0	128	1.433140e+05	128	22	NaN	NaN	NaN
70.9077	0.05	11	1.452200e+05	11	22	0.0264837	0	1
70.9468	0	128	1.453000e+05	128	22	NaN	NaN	NaN
71.7153	0	125	1.468740e+05	125	22	NaN	NaN	NaN
72.6206	0	121	1.487280e+05	121	22	NaN	NaN	NaN
73.7554	0.2	1	1.510520e+05	1	23	NaN	NaN	NaN
73.8081	0	128	1.511600e+05	128	23	NaN	NaN	NaN
74.4878	0.05	11	1.525520e+05	11	23	0.0286832	1	NaN
