onset	duration	trial_type	sample	value	trial_number	gabor_contrast	subjective_r	objective_r
4.56738	0	128	ቆ	128	0	NaN	NaN	NaN
5.84766	0.2	2	ᝥ	2	1	NaN	NaN	NaN
5.90723	0	128	អ	128	1	NaN	NaN	NaN
6.66602	0.05	113	᪫	113	1	0.0223955	1	NaN
6.72656	0	128	᫩	128	1	NaN	NaN	NaN
7.65137	0	124	ẜ	124	1	NaN	NaN	NaN
9.18262	0.2	2	Ⓖ	2	2	NaN	NaN	NaN
9.23535	0	128	⓲	128	2	NaN	NaN	NaN
9.94922	0.05	114	⟍	114	2	0.0220953	0	NaN
9.98828	0	128	⟵	128	2	NaN	NaN	NaN
11.0059	0	125	Ⰷ	125	2	NaN	NaN	NaN
12.2783	0.2	1	ㄞ	1	3	NaN	NaN	NaN
12.3311	0	128	ㅔ	128	3	NaN	NaN	NaN
13.1943	0.05	111	㓈	111	3	0.017943	0	NaN
13.2334	0	128	㓰	128	3	NaN	NaN	NaN
14.248	0	125	㣿	125	3	NaN	NaN	NaN
15.624	0.2	1	㺀	1	4	NaN	NaN	NaN
15.6768	0	128	㺶	128	4	NaN	NaN	NaN
16.5908	0.05	101	䉞	101	4	0.0181777	0	2
16.6299	0	128	䊆	128	4	NaN	NaN	NaN
17.5869	0	125	䙚	125	4	NaN	NaN	NaN
19.5527	0	122	丷	122	4	NaN	NaN	NaN
20.877	0.2	1	厃	1	5	NaN	NaN	NaN
20.9297	0	128	厹	128	5	NaN	NaN	NaN
21.7764	0.05	102	圜	102	5	0.0188822	0	NaN
21.8154	0	128	坄	128	5	NaN	NaN	NaN
23.1992	0	125	峍	125	5	NaN	NaN	NaN
24.708	0.2	2	拖	2	6	NaN	NaN	NaN
24.7598	0	128	挋	128	6	NaN	NaN	NaN
25.4736	0.05	113	旦	113	6	0.0221392	0	NaN
25.5127	0	128	明	128	6	NaN	NaN	NaN
26.5322	0	125	樢	125	6	NaN	NaN	NaN
28.1201	0.2	1	灼	1	7	NaN	NaN	NaN
28.1729	0	128	炲	128	7	NaN	NaN	NaN
28.9863	0	98	珳	98	7	NaN	0	NaN
29.0254	0	128	琛	128	7	NaN	NaN	NaN
29.9482	0	125	矌	125	7	NaN	NaN	NaN
31.2988	0.2	2	紳	2	8	NaN	NaN	NaN
31.3516	0	128	絩	128	8	NaN	NaN	NaN
32.2656	0.05	113	脑	113	8	0.0227117	0	NaN
32.3047	0	128	脹	128	8	NaN	NaN	NaN
33.3281	0	125	蕑	125	8	NaN	NaN	NaN
34.5273	0.2	2	訝	2	9	NaN	NaN	NaN
34.5801	0	128	詓	128	9	NaN	NaN	NaN
35.377	0.05	113	趃	113	9	0.0236842	0	NaN
35.416	0	128	趫	128	9	NaN	NaN	NaN
36.748	0	125	鋿	125	9	NaN	NaN	NaN
38.291	0.2	2	餫	2	10	NaN	NaN	NaN
38.3438	0	128	饡	128	10	NaN	NaN	NaN
39.1738	0.05	113	鲳	113	10	0.0259407	0	NaN
39.2139	0	128	鳜	128	10	NaN	NaN	NaN
40.499	0	125	ꈀ	125	10	NaN	NaN	NaN
42.0557	0.2	2	꠺	2	11	NaN	NaN	NaN
42.1084	0	128	ꡰ	128	11	NaN	NaN	NaN
42.9219	0.05	113	ꮱ	113	11	0.0254417	0	NaN
42.9609	0	128	ꯙ	128	11	NaN	NaN	NaN
44.1357	0	125	낌	125	11	NaN	NaN	NaN
45.3682	0.2	2	땺	2	12	NaN	NaN	NaN
45.4199	0	128	떯	128	12	NaN	NaN	NaN
46.2168	0.05	104	룟	104	12	0.0260913	0	NaN
46.2568	0	128	뤈	128	12	NaN	NaN	NaN
47.292	0	125	봬	125	12	NaN	NaN	NaN
48.5625	0.2	1	쉁	1	13	NaN	NaN	NaN
48.6152	0	128	쉷	128	13	NaN	NaN	NaN
49.3125	0.05	101	앁	101	13	0.0185169	0	NaN
49.3516	0	128	앩	128	13	NaN	NaN	NaN
50.4707	0	125	짣	125	13	NaN	NaN	NaN
51.875	0.2	2	쾁	2	14	NaN	NaN	NaN
51.9277	0	128	쾷	128	14	NaN	NaN	NaN
52.8252	0.05	113	퍎	113	14	0.0291287	1	NaN
52.8643	0	128	퍶	128	14	NaN	NaN	NaN
53.8525	0	124	흪	124	14	NaN	NaN	NaN
55.2373	0.2	2	�	2	15	NaN	NaN	NaN
55.29	0	128	�	128	15	NaN	NaN	NaN
56.0371	0.05	103		103	15	0.0288186	0	1
56.0762	0	128		128	15	NaN	NaN	NaN
57.2012	0	125		125	15	NaN	NaN	NaN
58.8467	0	121		121	15	NaN	NaN	NaN
60.2061	0.2	2		2	16	NaN	NaN	NaN
60.2588	0	128		128	16	NaN	NaN	NaN
60.9551	0.05	114		114	16	0.025559	1	NaN
60.9941	0	128		128	16	NaN	NaN	NaN
61.9512	0	124		124	16	NaN	NaN	NaN
63.1338	0.2	2	ﲊ	2	17	NaN	NaN	NaN
63.1865	0	128	ﳀ	128	17	NaN	NaN	NaN
63.9502	0.05	104	ￎ	104	17	0.0278123	1	NaN
63.9893	0	128	￶	128	17	NaN	NaN	NaN
64.9639	0	124	6.652400e+04	124	17	NaN	NaN	NaN
66.4453	0.2	1	6.804100e+04	1	18	NaN	NaN	NaN
66.498	0	128	6.809500e+04	128	18	NaN	NaN	NaN
67.2285	0	98	6.884300e+04	98	18	NaN	0	NaN
67.2676	0	128	6.888300e+04	128	18	NaN	NaN	NaN
68.1963	0	125	6.983400e+04	125	18	NaN	NaN	NaN
69.5566	0.2	1	7.122700e+04	1	19	NaN	NaN	NaN
69.6104	0	128	7.128200e+04	128	19	NaN	NaN	NaN
