onset	duration	trial_type	sample	value	trial_number	gabor_contrast	subjective_r	objective_r
4.29492	0	128	ᄯ	128	0	NaN	NaN	NaN
5.61523	0.2	2	ᙷ	2	1	NaN	NaN	NaN
5.66797	0	128	ᚭ	128	1	NaN	NaN	NaN
6.59961	0.05	21	ᩧ	21	1	0.0346827	1	NaN
6.6377	0	128	᪎	128	1	NaN	NaN	NaN
7.3877	0	124	ᶎ	124	1	NaN	NaN	NaN
8.89453	0.2	2	⎕	2	2	NaN	NaN	NaN
8.94629	0	128	⏊	128	2	NaN	NaN	NaN
9.62695	0.05	22	⚃	22	2	0.0346752	1	2
9.66602	0	128	⚫	128	2	NaN	NaN	NaN
10.374	0	124	⦀	124	2	NaN	NaN	NaN
12.1123	0	122	ぴ	122	2	NaN	NaN	NaN
13.3613	0.2	2	㕳	2	3	NaN	NaN	NaN
13.4131	0	128	㖨	128	3	NaN	NaN	NaN
14.3281	0.05	21	㥑	21	3	0.0332861	1	NaN
14.3662	0	128	㥸	128	3	NaN	NaN	NaN
15.1396	0	124	㲐	124	3	NaN	NaN	NaN
16.4561	0.2	1	䇔	1	4	NaN	NaN	NaN
16.5078	0	128	䈉	128	4	NaN	NaN	NaN
17.2217	0.05	12	䓤	12	4	0.0305441	1	NaN
17.2607	0	128	䔌	128	4	NaN	NaN	NaN
18	0	124	䠁	124	4	NaN	NaN	NaN
19.3506	0.2	2	䵨	2	5	NaN	NaN	NaN
19.4023	0	128	䶝	128	5	NaN	NaN	NaN
20.1826	0.05	21	傼	21	5	0.0304498	1	NaN
20.2217	0	128	僤	128	5	NaN	NaN	NaN
20.8984	0	124	厙	124	5	NaN	NaN	NaN
22.4111	0.2	1	妦	1	6	NaN	NaN	NaN
22.4639	0	128	姜	128	6	NaN	NaN	NaN
23.4287	0.05	12	嶸	12	6	0.0321574	1	NaN
23.4668	0	128	巟	128	6	NaN	NaN	NaN
24.4121	0	124	憧	124	6	NaN	NaN	NaN
25.8574	0.2	2	杯	2	7	NaN	NaN	NaN
25.9102	0	128	枥	128	7	NaN	NaN	NaN
26.7744	0.05	21	欚	21	7	0.0317851	1	NaN
26.8125	0	128	歁	128	7	NaN	NaN	NaN
27.4629	0	124	淛	124	7	NaN	NaN	NaN
28.7188	0.2	2	狡	2	8	NaN	NaN	NaN
28.7705	0	128	猖	128	8	NaN	NaN	NaN
29.4844	0.05	22	痱	22	8	0.0299151	1	NaN
29.5225	0	128	瘘	128	8	NaN	NaN	NaN
30.2988	0	124	礳	124	8	NaN	NaN	NaN
31.8135	0.2	2	罂	2	9	NaN	NaN	NaN
31.8652	0	128	罷	128	9	NaN	NaN	NaN
32.8135	0.05	21	荂	21	9	0.0290767	1	NaN
32.8516	0	128	荩	128	9	NaN	NaN	NaN
33.5869	0	124	虚	124	9	NaN	NaN	NaN
35.125	0.2	2	貁	2	10	NaN	NaN	NaN
35.1777	0	128	買	128	10	NaN	NaN	NaN
36.0088	0.05	22	逊	22	10	0.0275804	1	NaN
36.0469	0	128	週	128	10	NaN	NaN	NaN
36.7842	0	124	錤	124	10	NaN	NaN	NaN
38.0195	0.2	1	頕	1	11	NaN	NaN	NaN
38.0713	0	128	顊	128	11	NaN	NaN	NaN
38.8691	0.05	11	魻	11	11	0.0315023	1	NaN
38.9072	0	128	鮢	128	11	NaN	NaN	NaN
39.6191	0	124	鹻	124	11	NaN	NaN	NaN
40.8467	0.2	1	ꍤ	1	12	NaN	NaN	NaN
40.8984	0	128	ꎙ	128	12	NaN	NaN	NaN
41.7637	0.05	11	꜏	11	12	0.0308461	0	NaN
41.8018	0	128	Ꜷ	128	12	NaN	NaN	NaN
43.082	0	125	걕	125	12	NaN	NaN	NaN
44.5439	0.2	1	눮	1	13	NaN	NaN	NaN
44.5957	0	128	뉣	128	13	NaN	NaN	NaN
45.4102	0.05	11	떥	11	13	0.030382	1	NaN
45.4482	0	128	뗌	128	13	NaN	NaN	NaN
46.4053	0	124	릠	124	13	NaN	NaN	NaN
47.6055	0.2	1	빭	1	14	NaN	NaN	NaN
47.6572	0	128	뺢	128	14	NaN	NaN	NaN
48.5381	0.05	12	숨	12	14	0.0300416	1	NaN
48.5771	0	128	쉐	128	14	NaN	NaN	NaN
50.2314	0	124	죮	124	14	NaN	NaN	NaN
51.5693	0.2	1	칈	1	15	NaN	NaN	NaN
51.6221	0	128	칾	128	15	NaN	NaN	NaN
52.4863	0.05	12	퇳	12	15	0.0293602	0	NaN
52.5244	0	128	툚	128	15	NaN	NaN	NaN
53.7627	0	125	휎	125	15	NaN	NaN	NaN
55.0488	0.2	2	�	2	16	NaN	NaN	NaN
55.1016	0	128	�	128	16	NaN	NaN	NaN
55.9492	0.05	22	�	22	16	0.0263048	1	NaN
55.9873	0	128	�	128	16	NaN	NaN	NaN
56.8525	0	124		124	16	NaN	NaN	NaN
58.2275	0.2	2		2	17	NaN	NaN	NaN
58.2803	0	128		128	17	NaN	NaN	NaN
58.96	0.05	22		22	17	0.0257084	1	NaN
58.999	0	128		128	17	NaN	NaN	NaN
59.8555	0	124		124	17	NaN	NaN	NaN
61.4229	0.2	2		2	18	NaN	NaN	NaN
61.4756	0	128		128	18	NaN	NaN	NaN
62.3057	0.05	22	鷺	22	18	0.0268713	1	NaN
62.3447	0	128	異	128	18	NaN	NaN	NaN
63.1426	0	124	ﲓ	124	18	NaN	NaN	NaN
64.5342	0.2	1	6.608400e+04	1	19	NaN	NaN	NaN
64.5869	0	128	6.613800e+04	128	19	NaN	NaN	NaN
65.334	0.05	12	6.690300e+04	12	19	0.0293922	1	2
65.373	0	128	6.694300e+04	128	19	NaN	NaN	NaN
66.2256	0	124	6.781600e+04	124	19	NaN	NaN	NaN
67.7451	0	122	6.937200e+04	122	19	NaN	NaN	NaN
69.168	0.2	2	7.082900e+04	2	20	NaN	NaN	NaN
69.2207	0	128	7.088300e+04	128	20	NaN	NaN	NaN
69.9678	0.05	22	7.164800e+04	22	20	0.0243042	1	NaN
70.0068	0	128	7.168800e+04	128	20	NaN	NaN	NaN
