onset	duration	trial_type	sample	value	trial_number	gabor_contrast	subjective_r	objective_r
13.5254	0	128	㘛	128	0	NaN	NaN	NaN
14.6455	0.2	2	㪖	2	1	NaN	NaN	NaN
14.6982	0	128	㫌	128	1	NaN	NaN	NaN
15.4277	0.05	114	㶷	114	1	0.0369719	0	NaN
15.4678	0	128	㷠	128	1	NaN	NaN	NaN
16.5352	0	125	䈥	125	1	NaN	NaN	NaN
17.9248	0.2	2	䞴	2	2	NaN	NaN	NaN
17.9775	0	128	䟪	128	2	NaN	NaN	NaN
18.9248	0.05	103	䮴	103	2	0.0371842	1	NaN
18.9639	0	128	䯜	128	2	NaN	NaN	NaN
19.7646	0	124	伐	124	2	NaN	NaN	NaN
21.0361	0.2	2	否	2	3	NaN	NaN	NaN
21.0889	0	128	呜	128	3	NaN	NaN	NaN
21.8018	0.05	113	圶	113	3	0.039427	1	NaN
21.8408	0	128	坞	128	3	NaN	NaN	NaN
22.6133	0	124	婵	124	3	NaN	NaN	NaN
23.9961	0.2	1	忽	1	4	NaN	NaN	NaN
24.0498	0	128	怴	128	4	NaN	NaN	NaN
24.9131	0.05	102	推	102	4	0.0266057	0	NaN
24.9531	0	128	揑	128	4	NaN	NaN	NaN
25.8555	0	125	杭	125	4	NaN	NaN	NaN
27.209	0.2	2	泗	2	5	NaN	NaN	NaN
27.2617	0	128	洍	128	5	NaN	NaN	NaN
27.9414	0.05	104	濅	104	5	0.03716	0	1
27.9805	0	128	濭	128	5	NaN	NaN	NaN
28.6963	0	125	狊	125	5	NaN	NaN	NaN
29.7178	0	121	盠	121	5	NaN	NaN	NaN
30.9893	0.2	2	篶	2	6	NaN	NaN	NaN
31.042	0	128	簬	128	6	NaN	NaN	NaN
31.9229	0.05	104	羲	104	6	0.0369417	1	NaN
31.9619	0	128	翚	128	6	NaN	NaN	NaN
32.7393	0	124	苶	124	6	NaN	NaN	NaN
34	0.2	2	蠁	2	7	NaN	NaN	NaN
34.0537	0	128	蠸	128	7	NaN	NaN	NaN
34.9844	0.05	104	诱	104	7	0.0370188	0	NaN
35.0234	0	128	谙	128	7	NaN	NaN	NaN
36.1182	0	125	遺	125	7	NaN	NaN	NaN
37.5977	0.2	1	陥	1	8	NaN	NaN	NaN
37.6504	0	128	際	128	8	NaN	NaN	NaN
38.5303	0.05	102	騠	102	8	0.0276495	0	NaN
38.5703	0	128	驉	128	8	NaN	NaN	NaN
39.5098	0	125	鸋	125	8	NaN	NaN	NaN
40.8096	0.2	1	ꌾ	1	9	NaN	NaN	NaN
40.8623	0	128	ꍴ	128	9	NaN	NaN	NaN
41.5918	0.05	111	ꙟ	111	9	0.0255664	1	1
41.6309	0	128	ꚇ	128	9	NaN	NaN	NaN
42.3467	0	124	ꥤ	124	9	NaN	NaN	NaN
43.4336	0	121	궽	121	9	NaN	NaN	NaN
44.707	0.2	2	닕	2	10	NaN	NaN	NaN
44.7598	0	128	댋	128	10	NaN	NaN	NaN
45.4902	0.05	114	뗷	114	10	0.0349514	0	NaN
45.5293	0	128	똟	128	10	NaN	NaN	NaN
46.4121	0	125	릧	125	10	NaN	NaN	NaN
47.8691	0.2	2	뽻	2	11	NaN	NaN	NaN
47.9219	0	128	뾱	128	11	NaN	NaN	NaN
48.8027	0.05	113	쌷	113	11	0.0347456	1	NaN
48.8418	0	128	썟	128	11	NaN	NaN	NaN
49.5449	0	124	옯	124	11	NaN	NaN	NaN
50.9639	0.2	2	쯜	2	12	NaN	NaN	NaN
51.0166	0	128	찒	128	12	NaN	NaN	NaN
51.9141	0.05	114	쾩	114	12	0.0342124	1	NaN
51.9531	0	128	쿑	128	12	NaN	NaN	NaN
52.792	0	124	팬	124	12	NaN	NaN	NaN
54.1426	0.2	2	�	2	13	NaN	NaN	NaN
54.1953	0	128	�	128	13	NaN	NaN	NaN
54.9756	0.05	103	�	103	13	0.034015	0	1
55.0146	0	128	�	128	13	NaN	NaN	NaN
55.6953	0	125	�	125	13	NaN	NaN	NaN
56.9883	0	121		121	13	NaN	NaN	NaN
58.4414	0.2	2		2	14	NaN	NaN	NaN
58.4941	0	128		128	14	NaN	NaN	NaN
59.3916	0.05	103		103	14	0.0338791	1	NaN
59.4307	0	128		128	14	NaN	NaN	NaN
60.2305	0	124		124	14	NaN	NaN	NaN
61.6865	0.2	2		2	15	NaN	NaN	NaN
61.7393	0	128		128	15	NaN	NaN	NaN
62.4023	0.05	103	劣	103	15	0.035049	1	NaN
